"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"2305","Walgreens Pharmacy 01970","3407 Wells Branch Pkwy","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.6962526,30.4393603,100
"2306","Walgreens Pharmacy 03081","1408 N 16th St","ORANGE","Orange",NA,NA,NA,100,NA,100,NA,NA,-93.7466432,30.1044013,200
"2307","Walgreens Pharmacy 03911","2001 Custer Rd","COLLIN","Plano",NA,NA,NA,100,NA,NA,NA,NA,-96.7342628,33.0269773,100
"2308","Walgreens Pharmacy 03917","922 E King Ave","KLEBERG","Kingsville",NA,NA,NA,100,NA,NA,NA,NA,-97.8566008,27.5161593,100
"2309","Walgreens Pharmacy 04013","18207 Midway Rd","DENTON","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.844564,32.9976858,100
"2310","Walgreens Pharmacy 04014","1804 E Hebron Pkwy","DENTON","Carrollton",NA,NA,NA,100,NA,NA,NA,NA,-96.8862919,33.0241226,100
"2311","Walgreens Pharmacy 04027","5200 Westheimer Rd","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.4677254,29.7409721,100
"2312","Walgreens Pharmacy 04100","51 Dixie Dr","BRAZORIA","Clute",NA,NA,NA,100,NA,NA,NA,NA,-95.4196058,29.018367,100
"2313","Walgreens Pharmacy 04113","1620 S Gordon St","BRAZORIA","Alvin",NA,NA,NA,100,NA,NA,NA,NA,-95.2442066,29.4095742,100
"2314","Walgreens Pharmacy 04161","8206 Highway 6 N","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.6365073,29.8972778,100
"2315","Walgreens Pharmacy 04171","2050 Long Prairie Rd","DENTON","Flower Mound",NA,NA,NA,100,NA,NA,NA,NA,-97.0700786,33.0131303,100
"2316","Walgreens Pharmacy 04373","1001 Loop 274","BRAZORIA","Angleton",NA,NA,NA,100,NA,NA,NA,NA,-95.4323748,29.1583985,100
"2317","Walgreens Pharmacy 04587","2360 Justin Rd","DENTON","Highlands",NA,NA,NA,100,NA,NA,NA,NA,-97.0613483,33.0729507,100
"2318","Walgreens Pharmacy 04663","3001 Eldorado Pkwy","COLLIN","McKinney",NA,NA,NA,100,NA,NA,NA,NA,-96.665399,33.167178,100
"2319","Walgreens Pharmacy 04719","5297 State Highway 121","DENTON","The Colony",NA,NA,NA,100,NA,NA,NA,NA,-96.8772384,33.0729199,100
"2320","Walgreens Pharmacy 04786","5049 Preston Rd","COLLIN","Frisco",NA,NA,NA,100,NA,NA,NA,NA,-96.806222,33.1205662,100
"2321","Walgreens Pharmacy 04787","1226 W Mcdermott Dr","COLLIN","Allen",NA,NA,NA,100,NA,NA,NA,NA,-96.6976906,33.1012877,100
"2322","Walgreens Pharmacy 04818","8801 Lakeview Pkwy","ROCKWALL","Rowlett",NA,NA,NA,100,NA,NA,NA,NA,-96.5168503,32.9185145,100
"2323","Walgreens Pharmacy 04860","510 E Main St","COLLIN","Allen",NA,NA,NA,100,NA,NA,NA,NA,-96.6608469,33.0998491,100
"2324","Walgreens Pharmacy 04875","3033 S 14th St","TAYLOR","Abilene",NA,NA,NA,100,NA,NA,NA,NA,-99.7589378,32.4315081,100
"2325","Walgreens Pharmacy 05161","101 W University Dr","DENTON","Denton",NA,NA,NA,100,NA,NA,NA,NA,-97.132867,33.2303516,100
"2326","Walgreens Pharmacy 05377","833 Sw Wilshire Blvd","JOHNSON","Burleson",NA,NA,NA,100,NA,NA,NA,NA,-97.3379001,32.5303511,100
"2327","Walgreens Pharmacy 05434","1621 W Henderson St","JOHNSON","Cleburne",NA,NA,NA,100,NA,NA,NA,NA,-97.4145201,32.3372659,100
"2328","Walgreens Pharmacy 05612","3320 Bell St","RANDALL","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.902807,35.1771394,100
"2329","Walgreens Pharmacy 05613","5921 Hillside Rd","RANDALL","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.9013811,35.1461135,100
"2330","Walgreens Pharmacy 05710","18410 Preston Rd","COLLIN","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.7956669,33.0012327,100
"2331","Walgreens Pharmacy 05827","2911 Ridge Rd","ROCKWALL","Rockwall",NA,NA,NA,100,NA,NA,NA,NA,-96.4715747,32.8901285,100
"2332","Walgreens Pharmacy 05921","1050 E Us Highway 377","HOOD","Granbury",NA,NA,NA,100,NA,NA,NA,NA,-97.773888,32.4357067,100
"2333","Walgreens Pharmacy 05960","1103 W Round Grove Rd","DENTON","Lewisville",NA,NA,NA,100,NA,NA,NA,NA,-97.0198024,33.0068882,100
"2334","Walgreens Pharmacy 05963","3801 Fm 3009","GUADALUPE","Schertz",NA,NA,NA,100,NA,NA,NA,NA,-98.2693716,29.5873866,100
"2335","Walgreens Pharmacy 06182","15111 Wallisville Rd","HARRIS","Houston",NA,NA,NA,NA,NA,400,NA,NA,-95.172779,29.8072278,400
"2336","Walgreens Pharmacy 06196","309 E End Blvd N","HARRISON","Marshall",NA,NA,NA,100,NA,NA,NA,NA,-94.3508129,32.5478551,100
"2337","Walgreens Pharmacy 06329","720 W Kirby St","COLLIN","Wylie",NA,NA,NA,100,NA,NA,NA,NA,-96.5479409,33.007925,100
"2338","Walgreens Pharmacy 06501","2601 S Greorgia","RANDALL","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.8657571,35.1848821,100
"2339","Walgreens Pharmacy 06542","1100 Geronimo Dr","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.4066342,31.7826965,100
"2340","Walgreens Pharmacy 06562","1201 Ferris Ave","ELLIS","Waxahachie",NA,NA,NA,100,NA,NA,NA,NA,-96.8440615,32.3997818,100
"2341","Walgreens Pharmacy 06663","4201 E Renner Rd","COLLIN","Richardson",NA,NA,NA,100,NA,NA,NA,NA,-96.6437272,33.0021845,100
"2342","Walgreens Pharmacy 06907","6600 Airline Dr","HARRIS","Houston",NA,NA,NA,NA,NA,400,NA,NA,-95.3838943,29.8597617,400
"2343","Walgreens Pharmacy 07242","3603 Lamar Ave","LAMAR","Paris",NA,NA,NA,100,NA,NA,NA,NA,-95.5087962,33.6623354,100
"2344","Walgreens Pharmacy 07459","1515 Broadway","BRAZORIA","Pearland",NA,NA,NA,100,NA,NA,NA,NA,-95.2303788,29.5472905,100
"2345","Walgreens Pharmacy 07645","3030 Main St","DENTON","Frisco",NA,NA,NA,100,NA,NA,NA,NA,-96.864837,33.1538965,100
"2346","Walgreens Pharmacy 07937","991 N Willis St","TAYLOR","Abilene",NA,NA,NA,100,NA,NA,NA,NA,-99.7632506,32.4605638,100
"2347","Walgreens Pharmacy 09040","2315 W Washington St","ERATH","Stephenville",NA,NA,NA,200,NA,NA,NA,NA,-98.2304837,32.2080227,200
"2348","Walgreens Pharmacy 09143","504 Highway 71 W","BASTROP","Bastrop",NA,NA,NA,100,NA,NA,NA,NA,-97.3360437,30.1066131,100
"2349","Walgreens Pharmacy 09205","1309 Highway 35 N","ARANSAS","Rockport",NA,NA,NA,100,NA,NA,NA,NA,-97.0431649,28.0372767,100
"2350","Walgreens Pharmacy 09448","606 W Ennis Ave","ELLIS","Ennis",NA,NA,NA,100,NA,NA,NA,NA,-96.6325333,32.3256941,100
"2351","Walgreens Pharmacy 09721","1481 E Main St","ELLIS","Midlothian",NA,NA,NA,100,NA,NA,NA,NA,-96.9758629,32.4744303,100
"2352","Walgreens Pharmacy 09739","203 N Mechanic St","WHARTON","El Campo",NA,NA,NA,100,NA,NA,NA,NA,-96.2708719,29.1969825,100
"2353","Walgreens Pharmacy 09810","1357 E Court St","GUADALUPE","Seguin",NA,NA,NA,100,NA,NA,NA,NA,-97.9442614,29.5686089,100
"2354","Walgreens Pharmacy 09908","1651 W Univeristy Dr","COLLIN","McKinney",NA,NA,NA,100,NA,NA,NA,NA,-96.6309948,33.2158735,100
"2355","Walgreens Pharmacy 10139","1305 N Main St","ORANGE","Vidor",NA,NA,NA,100,NA,NA,NA,NA,-94.0167909,30.1430669,100
"2356","Walgreens Pharmacy 10231","1055 E Main St","JIM WELLS","Alice",NA,NA,NA,200,NA,NA,NA,NA,-98.0651882,27.7513279,200
"2357","Walgreens Pharmacy 10680","2702 W Wheeler Ave","ARANSAS","Aransas Pass",NA,NA,NA,100,NA,NA,NA,NA,-97.1769179,27.9256079,100
"2358","Walgreens Pharmacy 10689","300 E Houston St","BEE","Beeville",NA,NA,NA,100,NA,NA,NA,NA,-97.7448532,28.4019178,100
"2359","Walgreens Pharmacy 10816","1919 E Frankford Rd","DENTON","Carrollton",NA,NA,NA,100,NA,NA,NA,NA,-96.8857867,33.0006728,100
"2360","Walgreens Pharmacy 10817","451 Fm 548","KAUFMAN","Forney",NA,NA,NA,100,NA,NA,NA,NA,-96.4482622,32.7458041,100
"2361","Walgreens Pharmacy 10944","2411 S Ray St","WASHINGTON","Brenham",NA,NA,NA,100,NA,NA,NA,NA,-96.3977442,30.1668828,100
"2362","Walgreens Pharmacy 11131","200 S Colorado St","CALDWELL","Lockhart",NA,NA,NA,100,NA,NA,NA,NA,-97.6696051,29.8838122,100
"2363","Walgreens Pharmacy 11212","2126 Us Highway 79 S","RUSK","Henderson",NA,NA,NA,100,NA,NA,NA,NA,-94.8038761,32.1332905,100
"2364","Walgreens Pharmacy 11320","2774 E Eldorado Pkwy","DENTON","Little Elm",NA,NA,NA,100,NA,NA,NA,NA,-96.8881473,33.1777804,100
"2365","Walgreens Pharmacy 11519","2007 N Goliad St","ROCKWALL","Rockwall",NA,NA,NA,100,NA,NA,NA,NA,-96.4632478,32.9505341,100
"2366","Walgreens Pharmacy 11567","26731 Us Highway 380 E","DENTON","Aubrey",NA,NA,NA,100,NA,NA,NA,NA,-96.9365966,33.2215821,100
"2367","Walgreens Pharmacy 11910","1130 S Broadway St","HOPKINS","Sulphur Springs",NA,NA,NA,100,NA,NA,NA,NA,-95.5956731,33.1191604,100
"2368","Walgreens Pharmacy 11926","200 W Commerce St","BROWN","Brownwood",NA,NA,NA,100,NA,NA,NA,NA,-98.9808302,31.7276016,100
"2369","Walgreens Pharmacy 12052","100 E Brazos Ave","BRAZORIA","West Columbia",NA,NA,NA,100,NA,NA,NA,NA,-95.647356,29.1450383,100
"2370","Walgreens Pharmacy 12293","203 W Ferguson Rd","TITUS","Mount Pleasant",NA,NA,NA,100,NA,NA,NA,NA,-94.9717413,33.1521543,100
"2371","Walgreens Pharmacy 12355","1790 Texas Ave","ORANGE","Bridge City",NA,NA,NA,100,NA,NA,NA,NA,-93.8335286,30.0317293,100
"2372","Walgreens Pharmacy 13010","2205 Se 34th Ave","RANDALL","Amarillo",NA,NA,NA,100,NA,NA,NA,NA,-101.8124749,35.1789569,100
"2373","Walgreens Pharmacy 13447","250 E Main St","UVALDE","Uvalde",NA,NA,NA,100,NA,NA,NA,NA,-99.7828136,29.2112168,100
"2374","Walgreens Pharmacy 13588","4201 Highway 71 E","BASTROP","Bastrop",NA,NA,NA,100,NA,NA,NA,NA,-97.2840855,30.1014282,100
"2375","Walgreens Pharmacy 15187","1005 N Judge Ely Blvd","TAYLOR","Abilene",NA,NA,NA,100,NA,NA,NA,NA,-99.7054159,32.4603266,100
"2376","Walgreens Pharmacy 15461","1560 Bandera Rd","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.5691179,29.4695934,100
"2377","Walgreens Pharmacy 21222","6520 E NORTHWEST HIGHWAY","DALLAS","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.7482998,32.8560435,100
"2378","Walgreens Pharmacy 9947","107 E Ovilla Rd","ELLIS","Red Oak",NA,NA,NA,100,NA,NA,NA,NA,-96.8167619,32.5311926,100
"2379","Walmart Pharmacy 1042","488 Highway 71 W","BASTROP","Bastrop",NA,NA,NA,NA,NA,300,NA,NA,-97.3324155,30.1033159,300
"2380","Walmart Pharmacy 283","795 Texas Ave","ORANGE","Bridge City",NA,NA,NA,NA,NA,100,NA,NA,-93.8443781,30.0248375,100
"2381","Walmart Pharmacy 284","930 N Walnut Creek Dr Ste 800","TARRANT","Mansfield",NA,NA,NA,NA,NA,400,NA,NA,-97.1300488,32.5761597,400
"2382","Walmart Pharmacy 471","150 N Interstate 35 E","DALLAS","Lancaster",NA,NA,NA,NA,NA,400,NA,NA,-96.8194956,32.5922986,400
"2383","Walmart Pharmacy 513","201 W Marcy Dr","HOWARD","Big Spring",NA,NA,NA,NA,NA,200,NA,NA,-101.4678118,32.227662,200
"2384","Ward Memorial Hospital","406 S Gary Ave","WARD","Monahans",NA,NA,NA,NA,100,NA,NA,NA,-102.8834843,31.5938303,100
"2385","Warm Springs Rehabilitation Hospital of VictoriaLL","101 James Coleman Drive","VICTORIA","Victoria",NA,NA,NA,NA,100,NA,NA,NA,-97.022543,28.855896,100
"2386","Washington County Ems","1875 Highway 290 W","WASHINGTON","Brenham",NA,NA,NA,NA,NA,2000,2000,4000,-96.3594706,30.1415232,8000
"2387","Waxahachie Pharmacy LLC","401 N high way 77","ELLIS","Waxahachie",NA,100,NA,100,NA,NA,NA,NA,-96.8434752,32.4064195,200
"2388","Wcchd Cedar Park","350 Discovery Blvd Ste 102","WILLIAMSON","Cedar Park",NA,200,NA,NA,NA,NA,NA,NA,-97.8258325,30.5188763,200
"2389","Wcchd Georgetown","100 W 3rd St","WILLIAMSON","Georgetown",NA,NA,NA,100,NA,NA,NA,500,-97.6774061,30.6406296,600
"2390","Wcchd Round Rock","355 Texas Ave.","WILLIAMSON","Round Rock",NA,700,NA,NA,NA,NA,NA,NA,-97.683427,30.5299086,700
"2391","Wcchd Taylor","115 W 6th St","WILLIAMSON","Taylor",NA,NA,NA,100,NA,NA,NA,NA,-97.4107187,30.5722785,100
"2392","We Are Blood","4300 N Lamar Blvd","TRAVIS","Austin",NA,200,NA,NA,NA,NA,NA,NA,-97.7395,30.311527,200
"2393","Weatherford Rehabilitation Hospital LLC","703 Eureka Street","PARKER","Weatherford",NA,NA,NA,100,NA,NA,NA,NA,-97.787773,32.7506007,100
"2394","Webb County Indigent Health Care","1620 Santa Ursula Ave.","WEBB","Laredo",NA,NA,NA,NA,NA,100,NA,NA,-99.5039366,27.5140943,100
"2395","Wellmed Ben White","706 W. Ben White Bldg. A","TRAVIS","Austin",NA,NA,NA,100,NA,NA,NA,NA,-97.7702504,30.2283106,100
"2396","Wellmed Management","1001 James St","HIDALGO","Weslaco",NA,NA,NA,100,NA,NA,NA,NA,-97.9756769,26.1502247,100
"2397","Wellmed Management","13725 Northwest Blvd","NUECES","Corpus Christi",NA,NA,NA,100,NA,NA,NA,NA,-97.6358551,27.8551928,100
"2398","Wellmed Management","6157 NW Loop 410","BEXAR","San Antonio",NA,NA,NA,200,NA,NA,NA,NA,-98.6162531,29.4721131,200
"2399","Wellmed Management","7430 Remcon Circle","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.5631949,31.8340106,100
"2400","Wellmed Management","9380 W Sam Houston Pkwy","HARRIS","Houston",NA,NA,NA,200,NA,NA,NA,NA,-95.559718,29.6819177,200
"2401","Wellness 360 (Adult)","7703 Floyd Curl Dr","BEXAR","San Antonio",NA,975,2925,NA,NA,5850,5850,5850,-98.5761644,29.5069796,21450
"2402","Wellness 360 (UTHealth San Antonio)",NA,"BEXAR","San Antonio",5850,NA,NA,NA,NA,NA,NA,NA,-98.5760695,29.5039936,5850
"2403","Wellness Pointe - Mount Pleasant","2015 Mulberry Ave Ste 250","TITUS","Mount Pleasant",NA,NA,NA,NA,NA,100,NA,100,-94.973245,33.1758774,200
"2404","Wellness Pointe - Pinetree","1761 W Loop 281","GREGG","Longview",NA,NA,NA,300,NA,NA,NA,NA,-94.781902,32.5260255,300
"2405","Wellness Pointe General Medicine 040583","1107 East Marshall Ave Building 3","GREGG","Longview",NA,NA,NA,300,NA,NA,NA,NA,-94.7246001,32.5038849,300
"2406","Wellness Pointe/Gilmer 040509","602 Titus St Ste 130","UPSHUR","Gilmer",NA,NA,NA,NA,NA,100,NA,NA,-94.9449646,32.7343677,100
"2407","Wellness Pointe/South 040587","2131 South Mobberly","GREGG","Longview",NA,NA,NA,NA,100,NA,NA,NA,-94.7310547,32.4673897,100
"2408","West Chambers Medical Clinic","9825 Eagle Dr","CHAMBERS","Baytown",NA,NA,NA,100,NA,NA,NA,NA,-94.8539676,29.8402654,100
"2409","West Frisco Health And Wellness","4280 Main Street","DENTON","Frisco",NA,500,NA,NA,NA,NA,NA,NA,-96.850595,33.1539812,500
"2410","West Houston Community Health Center","19333 Clay Rd","HARRIS","Katy",NA,NA,NA,100,NA,NA,NA,NA,-95.7072382,29.830663,100
"2411","West Houston Medical Center - Houston","12141 Richmond Ave12141 Richmond Ave","HARRIS","Houston",NA,1000,NA,NA,NA,NA,NA,NA,-95.5947219,29.7294486,1000
"2412","West Oak Med Clinic Pa","407 W Oak St","MCLENNAN","West",NA,NA,NA,100,NA,NA,NA,NA,-96.5443773,33.0139347,100
"2413","West Oaks Urgent Care","2150 Highway 6 S Ste 100","HARRIS","Houston",NA,1000,NA,NA,NA,NA,NA,NA,-95.6453432,29.7427112,1000
"2414","West Oaks Urgent Care II","9138 West Rd","HARRIS","Houston",NA,1000,NA,NA,NA,NA,NA,NA,-95.5498746,29.9034083,1000
"2415","West Oaks Urgent Care III","10450 FM 1464","FORT BEND","Richmond",NA,200,NA,NA,NA,NA,NA,NA,-95.6865993,29.6612048,200
"2416","West Texas Family Medicine","1806 Quincy St","HALE","Plainview",NA,200,NA,100,NA,NA,NA,NA,-101.7236437,34.2002969,300
"2417","West Waco Community Clinic - Waco","600 West Hwy 6","MCLENNAN","Waco",NA,NA,NA,NA,NA,100,NA,NA,-97.202434,31.5170917,100
"2418","Westover Hills Family Health","11212 State Highway 151 Plaza 1","BEXAR","San Antonio",NA,500,NA,NA,NA,NA,NA,NA,-98.6969456,29.4668422,500
"2419","Wichita Falls Wichita County Public Health Dept","1700 3rd Street","WICHITA","Wichita Falls",NA,500,NA,NA,NA,NA,NA,NA,-98.5040565,33.9136023,500
"2420","Wilbarger General Hospital","920 Hillcrest Dr","WILBARGER","Vernon",NA,NA,200,NA,NA,NA,NA,NA,-99.3156158,34.1588708,200
"2421","William J Fieldsmith MD PA","2313 Ridge Rd STE 102","ROCKWALL","Rockwall",NA,NA,NA,200,NA,NA,NA,NA,-96.4660455,32.9013976,200
"2422","Wilson Community Health Center","540 10th St Ste 140","WILSON","Floresville",NA,NA,NA,100,NA,300,NA,NA,-98.1658601,29.1549642,400
"2423","Wimberley Pharmacy","120 Joe Wimberley Blvd","HAYS","Wimberley",NA,100,NA,NA,NA,NA,NA,NA,-98.1005162,30.0034484,100
"2424","Winkler County Rural Health Clinic","828 Myer Ln","WINKLER","Kermit",NA,NA,NA,200,NA,NA,NA,NA,-103.0911332,31.8492978,200
"2425","Wise Health Clinic - Boyd","133 N Fm 730 Unit 105","WISE","Boyd",NA,NA,NA,100,NA,NA,NA,NA,-97.5569731,33.0808658,100
"2426","Wise Health Surgical Hospital at Argyle","7218 Crawford Rd","DENTON","Argyle",NA,200,NA,NA,NA,NA,NA,NA,-97.2045843,33.1318877,200
"2427","Wise Health Surgical Hospital at Parkway","3000 N Tarrant Parkway","TARRANT","Fort Worth",NA,200,NA,NA,NA,NA,NA,NA,-97.3149748,32.8986,200
"2428","Wise Health System","609 Medical Center Dr","WISE","Decatur",NA,NA,1200,NA,300,NA,NA,NA,-97.5944801,33.2171081,1500
"2429","Wise Health System",NA,"WISE","Decatur",975,NA,NA,NA,NA,NA,NA,NA,-97.5944801,33.2171081,975
"2430","Wise Hlth Community Hlth Center","2000 S Fm 51 Ste D","WISE","Decatur",NA,100,NA,NA,NA,NA,NA,NA,-97.597614,33.2178766,100
"2431","Wnj Regional Medical Center","500 N Highland Ave","GRAYSON","Sherman",NA,NA,NA,NA,300,NA,NA,NA,-96.6239419,33.6372856,300
"2432","Woman And Child Health Center Of Longview","402 N 7th St","GREGG","Longview",NA,NA,NA,200,NA,NA,NA,NA,-94.7274698,32.4969404,200
"2433","Women's And Children's Health Center- 061736","218 E House St","BRAZORIA","Alvin",NA,NA,NA,100,NA,NA,NA,NA,-95.2421057,29.4180445,100
"2434","Womens and child healthcare CNTR","1411 Amarillo Blvd East","POTTER","Amarillo",NA,100,NA,NA,NA,NA,NA,NA,-101.8166602,35.2226589,100
"2435","Woodland Heights Medical Center","505 S John Redditt Dr","ANGELINA","Lufkin",NA,500,NA,NA,NA,NA,NA,NA,-94.7541222,31.3287296,500
"2436","Woodlands Specialty Hospital","25440 I-45 North","MONTGOMERY","Spring",NA,NA,NA,NA,100,NA,NA,NA,-95.443152,30.1309102,100
"2437","Wylie Fire Station 3","210 N. WA Allen Blvd","COLLIN","Wylie",NA,300,NA,NA,NA,NA,NA,NA,-96.5190172,33.0164039,300
"2438","Your Family Healthcare","14310 Highway 6","GALVESTON","Santa Fe",NA,NA,NA,100,NA,NA,NA,NA,-95.1191654,29.3833311,100
"2439","Ysleta Del Sur Pueblo","9314 Juanchido Lane","EL PASO","El Paso",NA,NA,NA,200,NA,NA,NA,NA,-106.3220457,31.6842162,200
"2440","Ysleta Health Center El Paso Dph","110 Candelaria St","EL PASO","El Paso",NA,300,NA,NA,NA,NA,NA,NA,-106.3256388,31.6914482,300
"2441","Yvonne Bracamontes MD PA","3111 Center Pointe Drive Suit B","HIDALGO","Edinburg",NA,100,NA,500,NA,NA,NA,NA,-98.2052706,26.257877,600
"2442","Zealth Care Pllc","19121 W Little York Rd Ste B","HARRIS","Katy",NA,NA,NA,200,NA,NA,NA,NA,-95.7012447,29.864274,200
"2443","Altus Hospice Corpus Christi","4300 S Padre Island Dr","NUECES","Corpus Christi",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2444","Anson General Hospital","101 Avenue J","JONES","Anson",NA,NA,NA,NA,NA,NA,200,NA,NA,NA,200
"2445","Arlington Community Health Center","979 N Cooper St","TARRANT","Arlington",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2446","Baylor Scott & White Medical Center - Taylor","305 Mallard Ln","WILLIAMSON","Taylor",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2447","Best Value Medical Center Pharmacy","1100 Bluebonnet St.","SOMERVELL","Glen Rose",NA,NA,NA,NA,NA,NA,300,NA,NA,NA,300
"2448","Bienvivir Senior Health Services","2300 Mckinley Ave","EL PASO","El Paso",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2449","Bridge Hospice","3409 19th Street","LUBBOCK","Lubbock",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2450","Carrollton Regional Medical Center","4343 N. Josey Ln","DENTON","Carrollton",NA,NA,NA,NA,NA,NA,200,NA,NA,NA,200
"2451","CCH Pharmacy","614 Eaker St","CONCHO","Eden",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2452","Centromed Sap Culebra","9793 Culebra Rd Ste 105","BEXAR","San Antonio",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2453","Centromed Sarah E. Davidson","1 Haven For Hope Way","BEXAR","San Antonio",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2454","Childrens Memorial Hermann Hospital Tmc","6411 Fannin St","HARRIS","Houston",NA,NA,NA,NA,NA,NA,200,NA,NA,NA,200
"2455","Christus Santa Rosa Hospital - San Marcos","1301 Wonder World Dr","HAYS","San Marcos",NA,NA,NA,NA,NA,NA,200,NA,NA,NA,200
"2456","Clinicas Mi Doctor #14","2207 Gus Thomasson Rd","DALLAS","Dallas",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2457","Community Health Center Of Lubbock - Lubbock 2","1610 5th St","LUBBOCK","Lubbock",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2458","Communitycare - Del Valle","3518 Fm 973 Ste A","TRAVIS","Del Valle",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2459","Communitycare David Powell Clinic","4614 N Interstate 35","TRAVIS","Austin",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2460","Convenient Care Family Medicine","2216 West Washington","ERATH","Stephenville",NA,NA,NA,NA,NA,NA,300,400,NA,NA,700
"2461","Cornerstone Hospital Of Clearlake Infection Control","709 W Medical Center Blvd","HARRIS","Webster",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2462","Covenant Specialty Hospital","3815 20th St","LUBBOCK","Lubbock",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2463","DSHS Clarksville","308 N Cedar St","RED RIVER","Clarksville",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2464","Dshs Hallettsville","1309 E. Cemetery Rd","LAVACA","Hallettsville",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2465","Eagle Pass Fire Department","2558 El Indio Hwy","MAVERICK","Eagle Pass",NA,NA,NA,NA,NA,NA,1200,1200,NA,NA,2400
"2466","Employee Health and Wellness","1102 Bob Bullock Loop","WEBB","Laredo",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2467","Evins Regional Juvenile Center/Utmb","3801 E. Monte Cristo","HIDALGO","Edinburg",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2468","Faith Presbyterian Hospice","12477 Merit Drive","DALLAS","Dallas",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2469","Family Care Clinic Of Boys Ranch","74 Patterson Circle","OLDHAM","Boys Ranch",NA,NA,NA,NA,NA,NA,100,200,NA,NA,300
"2470","FE Medical Services PLLC Kngsvlle","1010 West Ave B","KLEBERG","Kingsville",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2471","FMC Cleburne Dialysis","160 Jack Burton Rd","JOHNSON","Cleburne",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2472","Fort Bend Family Health Center Access Health","400 Austin St","FORT BEND","Richmond",NA,NA,NA,NA,NA,NA,100,100,NA,NA,200
"2473","Fort Davis Family Practice","1 Memorial Square 0792","JEFF DAVIS","Fort Davis",NA,NA,NA,NA,NA,NA,100,100,NA,NA,200
"2474","Fresenius Medical Care","2213 Old Kemp Highway","KAUFMAN","Kaufman",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2475","Fresenius Medical Care Rosenberg Dialysis","2510 BF Terry Blvd.","FORT BEND","Rosenberg",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2476","Frontera Clinic-Menard","119 S. Ellis","MENARD","Menard",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2477","Garza County Health Clinic","1104 N. Avenue S","GARZA","Post",NA,NA,NA,NA,NA,NA,100,300,NA,NA,400
"2478","Gateway Community Health Center","210 N Rathmell Ave","ZAPATA","Zapata",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2479","Gateway Community Health Center Inc. - Laredo","1515 Pappas St","WEBB","Laredo",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2480","Goodall Witcher Hospital","101 Posey Ave Bldg 1","BOSQUE","Clifton",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,100
"2481","Graham Regional Medical Center","1301 Montgomery Rd","YOUNG","Graham",NA,NA,NA,NA,NA,NA,200,NA,NA,NA,200
